record_id,date,period,hospital_id,hospital_name,region,department,total_beds,operational_beds,occupied_beds_morning,admissions,discharges,transfers_in,transfers_out,emergency_arrivals,elective_surgeries,cancellations,staff_nurses,staff_doctors,avg_wait_time_min,median_wait_time_min,bed_turnover_time_hr,patients_left_without_seen,isolation_beds_used,source_system,notes
B2025_00031,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,36,34,8,12,0,5,29,0,2,10,2,96.2,81.9,5.9,2,2,Manual_CSV,
B2025_00032,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,21,20,0,9,2,4,0,0,0,8,2,71.2,49.7,3.9,0,0,BedBoard,
B2025_00033,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,63,12,16,1,2,2,0,0,7,5,68.7,49.3,5.1,0,2,BedBoard,
B2025_00034,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,46,40,3,3,3,2,0,6,1,7,3,68.9,54.7,6.3,0,4,BedBoard,
B2025_00035,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,33,25,2,1,1,2,2,0,0,7,1,42.9,26.7,3.9,0,1,BedBoard,
B2025_00036,2025-01-02,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,37,32,0,0,3,2,1,0,0,4,2,53.5,43.0,4.8,0,2,HIS_B,
B2025_00037,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,32,9,4,3,5,37,0,1,8,2,128.3,86.9,5.7,3,1,Manual_CSV,
B2025_00038,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,20,20,6,2,1,0,0,0,0,8,4,58.9,44.2,3.5,0,1,BedBoard,
B2025_00039,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,67,65,6,8,2,3,0,0,0,9,2,53.8,42.8,4.9,0,1,HIS_A,
B2025_00040,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,37,3,0,3,3,4,10,1,5,2,76.4,53.5,5.4,0,2,BedBoard,
B2025_00041,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,31,24,0,2,2,2,2,0,0,7,1,68.6,50.1,4.6,0,0,Manual_CSV,
B2025_00042,2025-01-02,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,28,0,0,3,5,0,0,2,5,3,24.3,15.6,4.1,0,3,Manual_CSV,
B2025_00043,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,42,40,15,14,1,0,31,0,0,10,5,98.6,64.4,3.8,4,3,BedBoard,
B2025_00044,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,30,5,0,1,2,0,0,0,16,3,63.9,44.6,6.1,0,1,Manual_CSV,
B2025_00045,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,74,,9,5,1,0,2,0,0,11,3,73.1,60.6,6.2,0,3,HIS_B,
B2025_00046,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,50,5,2,4,0,0,13,0,10,4,63.8,51.2,6.9,0,4,HIS_B,
B2025_00047,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,36,27,4,9,3,3,0,0,0,5,2,45.4,32.2,3.5,0,0,HIS_B,
B2025_00048,2025-01-02,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,44,41,4,6,2,1,0,0,0,10,3,68.9,45.3,3.9,0,2,BedBoard,
B2025_00049,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency Dept,40,40,39,13,10,3,2,28,0,1,,5,130.4,89.4,4.9,2,2,Manual_CSV,
B2025_00050,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Intensive Care,28,28,30,0,7,2,3,0,0,0,11,4,65.2,41.9,5.2,0,2,HIS_B,
B2025_00051,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,74,70,18,20,0,1,3,0,2,9,4,96.9,71.3,5.8,0,2,HIS_A,
B2025_00052,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,52,5,12,2,0,0,0,1,7,4,70.6,53.7,3.5,0,3,HIS_A,
B2025_00053,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,31,7,3,1,1,0,0,0,5,2,55.8,47.9,4.8,0,0,HIS_B,
B2025_00054,2025-01-03,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,,4,0,1,4,0,0,0,3,1,54.8,36.8,7.0,0,2,BedBoard,
B2025_00055,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency Dept,36,36,31,14,12,3,4,28,0,1,,2,121.1,97.9,4.7,3,2,HIS_B,
B2025_00056,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,23,23,0,0,1,1,1,0,1,11,4,58.5,48.4,6.1,0,1,HIS_A,
B2025_00057,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,70,14,13,0,2,0,0,1,12,5,73.8,59.6,6.4,0,3,HIS_A,
B2025_00058,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,44,3,0,3,2,3,14,1,6,3,69.2,52.8,3.8,0,1,Manual_CSV,
B2025_00059,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,23,1,0,1,1,0,0,0,2,2,45.1,35.2,5.1,0,1,Manual_CSV,
B2025_00060,2025-01-03,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,31,9,11,0,0,3,0,0,6,3,37.0,30.6,2.8,0,2,BedBoard,
B2025_00061,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,29,9,15,4,0,22,0,1,8,1,132.3,101.5,4.5,4,2,BedBoard,
B2025_00062,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,20,19,7,,3,3,2,0,1,11,3,59.2,44.2,4.1,0,0,BedBoard,
B2025_00063,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,66,59,11,12,1,1,2,0,0,7,3,70.2,56.2,6.0,0,1,Manual_CSV,
B2025_00064,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,37,7,10,6,2,2,9,0,8,4,59.4,44.4,5.1,0,1,BedBoard,
B2025_00065,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,22,10,13,1,0,2,0,0,4,2,42.6,32.7,6.5,0,2,HIS_A,
B2025_00066,2025-01-03,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,35,29,4,9,0,2,1,0,2,3,1,57.0,40.1,6.8,0,3,HIS_B,
B2025_00067,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,41,41,8,7,1,2,25,0,0,10,4,127.6,98.6,4.5,2,2,HIS_A,
B2025_00068,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,30,30,0,0,4,3,0,0,0,16,2,37.9,24.3,4.2,0,1,HIS_A,
B2025_00069,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,78,10,14,3,2,0,0,1,11,4,61.1,40.4,5.3,0,3,HIS_B,
B2025_00070,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,52,51,5,10,3,1,1,4,1,8,5,95.5,73.0,2.5,0,1,HIS_B,
B2025_00071,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,36,4,4,2,0,0,0,0,9,4,95.9,80.5,3.5,0,0,BedBoard,night shift estimate
B2025_00072,2025-01-03,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,41,9,9,3,4,0,0,1,7,1,59.6,41.8,4.7,0,3,Manual_CSV,
B2025_00073,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,39,37,7,7,2,1,19,0,1,6,3,114.8,77.8,4.2,5,3,Manual_CSV,
B2025_00074,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,28,26,5,3,3,0,0,0,0,15,5,46.0,29.7,6.5,0,1,BedBoard,
B2025_00075,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,74,59,13,18,3,0,5,0,0,10,3,66.2,42.3,4.8,0,1,BedBoard,
B2025_00076,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,50,43,8,12,4,2,3,5,0,8,6,48.8,36.4,4.2,0,0,BedBoard,
B2025_00077,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,37,30,3,5,1,0,0,0,0,5,1,59.3,44.9,4.7,0,1,BedBoard,
B2025_00078,2025-01-04,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,33,10,7,3,0,1,0,0,9,3,28.4,21.9,6.2,0,3,BedBoard,
B2025_00079,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,36,32,7,3,0,1,17,0,0,7,1,115.7,93.7,5.1,4,1,Manual_CSV,
B2025_00080,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,,24,24,22,0,5,3,1,0,0,0,14,3,30.2,21.5,6.5,0,1,BedBoard,
B2025_00081,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,59,11,7,1,2,0,0,0,7,2,54.7,43.0,4.6,0,5,Manual_CSV,
B2025_00082,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,43,5,0,4,1,3,12,0,5,2,80.0,64.5,5.1,0,1,HIS_A,
B2025_00083,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,20,0,0,1,0,2,0,1,6,3,14.0,10.6,4.0,0,1,Manual_CSV,
B2025_00084,2025-01-04,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,28,7,8,3,3,1,0,1,6,1,53.9,42.6,4.2,0,2,BedBoard,
B2025_00085,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,33,23,6,4,2,2,16,0,1,8,3,66.0,49.7,6.1,0,1,Manual_CSV,
B2025_00086,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,21,19,0,5,1,1,5,0,0,13,3,37.6,25.0,6.3,0,2,HIS_B,
B2025_00087,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,67,60,18,28,1,2,3,0,1,14,3,83.0,63.7,6.5,0,3,HIS_B,
B2025_00088,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,44,34,1,1,2,4,2,4,1,4,1,42.2,31.2,5.5,0,2,BedBoard,
B2025_00089,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,18,3,7,3,1,1,0,0,2,3,27.0,23.1,1.5,0,0,HIS_A,
B2025_00090,2025-01-04,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,37,27,5,4,4,1,2,0,0,5,3,27.8,22.3,3.9,0,1,Manual_CSV,
B2025_00091,2025-01-04,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,42,38,10,10,4,3,39,0,0,11,3,113.1,73.0,5.1,4,1,HIS_A,
B2025_00092,2025-01-04,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,28,2,1,0,2,0,0,2,13,7,82.7,59.1,5.5,0,2,HIS_B,
B2025_00093,2025-01-04,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,69,14,16,3,0,5,0,0,10,5,63.5,45.4,3.1,0,4,Manual_CSV,
B2025_00094,2025-01-04,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,54,45,12,17,2,3,0,15,0,10,4,85.7,69.1,4.3,0,2,Manual_CSV,
B2025_00095,2025-01-04,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,40,28,5,5,2,3,0,0,0,5,3,33.5,27.0,3.1,0,3,HIS_A,
B2025_00096,04/01/2025,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,46,36,9,2,5,0,1,0,0,4,1,42.1,28.8,2.5,0,2,BedBoard,date format check
B2025_00097,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,39,39,11,13,4,1,38,0,1,10,4,136.0,96.7,6.6,7,3,BedBoard,
B2025_00098,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,28,27,2,0,2,1,3,0,0,16,4,66.1,52.7,5.2,0,2,HIS_B,
B2025_00099,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,73,60,16,20,4,2,5,0,0,12,5,49.6,33.1,5.8,0,4,HIS_A,
B2025_00100,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgical Ward,52,51,43,11,15,1,4,2,9,0,10,2,75.8,62.9,6.8,0,1,HIS_A,
B2025_00101,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,30,2,4,2,1,0,0,0,4,4,34.5,21.5,3.0,0,1,HIS_B,
B2025_00102,2025-01-05,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,42,29,7,12,3,2,0,0,1,5,3,34.9,29.6,6.5,0,1,HIS_A,
B2025_00103,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,36,31,9,12,4,5,21,0,0,6,2,121.8,82.0,4.4,5,1,BedBoard,
B2025_00104,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,,24,24,21,1,0,2,3,0,0,0,9,1,57.6,36.8,4.4,0,1,HIS_B,
B2025_00105,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,69,62,10,4,0,2,0,0,0,10,2,71.4,53.8,4.4,0,0,HIS_A,
B2025_00106,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,48,38,5,14,2,5,0,11,1,4,5,61.9,48.0,1.0,0,2,Manual_CSV,
B2025_00107,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,32,22,10,12,2,2,4,0,0,3,2,76.7,61.5,4.0,0,3,Manual_CSV,
B2025_00108,2025-01-05,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,39,28,4,10,1,4,2,0,1,5,1,44.9,28.9,4.5,0,0,HIS_A,
B2025_00109,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,31,26,4,4,1,3,21,0,0,4,2,115.3,78.0,2.4,6,1,BedBoard,
B2025_00110,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,ICU,21,21,21,0,0,1,3,2,0,1,9,3,53.8,38.7,6.0,0,1,HIS_B,
B2025_00111,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,General Medicine,67,66,54,7,4,4,2,3,0,0,9,1,35.2,29.0,6.4,0,1,HIS_A,
B2025_00112,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Surgery,45,43,35,10,2,3,0,1,4,2,11,2,98.2,72.2,8.1,0,1,HIS_B,
B2025_00113,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Pediatrics,31,30,22,3,1,1,0,3,0,2,5,1,45.1,30.2,3.3,0,1,HIS_B,system refresh delay
B2025_00114,2025-01-05,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Maternity,37,36,27,5,5,4,3,3,0,0,1,2,52.5,41.8,3.1,0,1,Manual_CSV,
B2025_00115,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Emergency,42,39,31,15,16,2,2,29,0,0,9,5,105.9,71.2,4.9,2,2,Manual_CSV,
B2025_00116,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,ICU,30,29,30,3,3,2,0,0,0,0,14,2,79.5,52.7,6.7,0,1,BedBoard,
B2025_00117,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,General Medicine,76,76,69,17,20,0,0,1,0,0,7,3,52.7,42.3,6.0,0,3,HIS_B,
B2025_00118,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Surgery,54,53,48,3,11,2,3,0,20,2,8,3,66.0,51.8,7.9,0,1,HIS_A,
B2025_00119,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Pediatrics,40,39,29,5,8,0,3,2,0,0,2,1,49.4,35.2,3.0,0,2,HIS_A,
B2025_00120,2025-01-05,Baseline_2025_Jan_Apr,HOSP_D,Metro Trauma Institute,West,Maternity,46,45,36,1,0,4,3,2,0,0,7,3,54.9,38.7,4.6,0,3,Manual_CSV,
B2025_00121,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Emergency,40,40,36,12,16,4,0,29,0,0,9,4,106.2,72.7,6.1,3,1,Manual_CSV,
B2025_00122,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,ICU,28,27,29,4,0,2,2,0,0,0,11,1,57.6,39.1,3.5,0,0,BedBoard,
B2025_00123,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,General Medicine,74,74,75,15,17,3,2,0,0,0,9,5,82.3,57.0,6.4,0,4,BedBoard,
B2025_00124,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Surgery,52,52,43,9,7,4,1,0,6,0,6,5,62.6,53.4,2.9,0,3,BedBoard,
B2025_00125,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Pediatrics,38,38,31,0,0,2,0,0,0,0,5,1,43.8,35.8,6.6,0,2,Manual_CSV,
B2025_00126,2025-01-06,Baseline_2025_Jan_Apr,HOSP_A,CityCare General Hospital,North,Maternity,44,44,39,8,5,3,0,3,0,0,10,2,50.1,42.7,5.1,0,2,HIS_A,
B2025_00127,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Emergency,36,35,35,13,8,1,0,38,0,0,9,4,133.3,106.5,5.8,2,1,Manual_CSV,
B2025_00128,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,ICU,24,24,23,0,1,3,3,0,0,2,14,4,67.9,49.5,5.5,0,1,Manual_CSV,
B2025_00129,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,General Medicine,70,68,62,17,22,1,0,5,0,1,9,4,78.0,58.8,5.9,0,2,Manual_CSV,
B2025_00130,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Surgery,48,47,41,0,3,2,2,0,11,3,4,3,55.1,36.8,4.6,0,0,Manual_CSV,
B2025_00131,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Pediatrics,34,34,25,1,0,5,0,0,0,0,4,4,46.1,29.9,4.8,0,1,HIS_B,
B2025_00132,2025-01-06,Baseline_2025_Jan_Apr,HOSP_B,Lakeside Medical Center,South,Maternity,40,40,33,4,0,0,0,1,0,0,4,2,41.0,25.9,6.0,0,1,HIS_B,
B2025_00133,2025-01-06,Baseline_2025_Jan_Apr,HOSP_C,Greenfield District Hospital,East,Emergency,33,31,27,5,0,4,1,25,0,0,7,2,106.4,70.3,6.5,0,2,HIS_A,
